document,label
서로 근처에 살고 있어.,0
서로를 바라보고 있어.,0
머리보다 더 길어.,0
문제의 원인을 알고 있니?,0
너 내 차 뒷 좌석에 앉을 수 있어.,0
마드리드는 스페인의 수도야.,0
버스 정거장에 한 여자가 있어.,0
커피 한잔 더 줄래?,0
달라스는 텍사스에 있는 하나의 도시야.,0
 베토벤은 작곡가였어.,0
가위가 어디에 있니? 나 필요해,0
나는 새 청바지가 필요해.,0
많은 사람들이 영어로 말해.,0
271. 나는 여기에 있는 사람들을 좋아해. 그들은 굉장히 친근해.,0
272. 우리는 열쇠 없이 집안에 들어 갈 수 없어.,0
나는 돈을 조금 가지고 있어.,0
상자 안에 돈이 많지 않아.,0
275. 돈이 전부는 아니야.,0
모자 하나와 신발 몇 켤레 그리고 몇몇의 향수를 구매했어.,0
나는 무언가 읽을 것을 원해. 나는 신문을 살 거야.,0
대화 좀 할 수 있을까? 조언이 필요해.,0
그들은 그들의 집에 멋진 가구를 가지고 있어.,0
나는 내일 새차를 할 예정이야.,0
우리는 휴가를 즐겼어. 그 호텔은 굉장히 좋았어.,0
그 반에서 가장 어린 학생이야.,0
나는 담당자와 이야기를 하고 싶어.,0
그 거리의 이름이 무엇 이니?,0
너희 팀에서 최고의 선수는 누구니?,0
지금 몇 시 인지 알 수 있을까?,0
너희 도시에서는 교통 방향이 오른 쪽이니 왼쪽 이니?,0
"나는 5시까지 수업을 하고 있을 거야, 끝나면 전화할게.",0
그는 왜 수감 중이야? 그가 무엇을 했니?,0
보통 일요일에 교회에 가.,0
"아니, 우체국에 가고 있어.",0
"나는 음악을 좋아해, 특히 클래식을 좋아해.",0
우리는 고기를 그리 자주 먹지 않아.,0
너희 도시의 역사에 관해 많이 알고 있니?,0
나는 편지 쓰는 것을 매우 잘하지는 못해.,0
퀘벡은 캐나다의 한 지역이야.,0
페루는 사우스 아메리카에 있어.,0
타임스퀘어는 뉴욕에 있어.,0
299. 하와이는 태평양의 하나의 섬이야.,0
이 호텔은 비싸지만 굉장히 멋져.,0
 저 여자는 누구니? ,0
사과들이 먹음직스럽게 보인다. 내가 하나 먹어도 될까?,0
그가? 전혀 몰랐어.,0
나 펜이 필요해. 펜 하나 있니?,0
열쇠를 하나 발견했어. 네가 분실한 것이니?,0
여러 개의 열쇠를 발견했어. 네가 분실한 것이니?,0
"나는 빨간 신발은 마음에 들지 않지만, 초록색은 마음에 들어.",0
냉장고에 얼음이 몇 개 있어.,0
냉장고에 우유가 하나도 없어.,0
우리는 어떤 실수도 하지 않았어.,0
응 주방에 약간 있어.,0
주차장에 어떠한 차도 없어.,0
커피에 설탕이 하나도 안 들었어.,0
모든 것이 완벽했어. 문제없었어.,0
돈을 얼마나 갖고 있니?,0
방안에 아무도 없어.,0
무슨 말 했니?,0
그 집은 비었어. 아무도 살지 않아.,0
이 마을에서는 아무것도 할 것이 없어.,0
문에 누군가가 있어.,0
"나는 화났었지만, 아무 말도 하지 않았어.",0
편지에 무슨 내용이 있니?,0
대화할만한 사람이 아무도 없어.,0
이 마을엔 갈만한 데가 아무 곳도 없어.,0
그녀를 볼 때마다 그녀는 매번 달라 보여.,0
거리의 모든 집이 똑같이 생겼어.,0
지난 주 내내 비가 내렸어.,0
어제 종일 비가 내렸어.,0
 나 시계를 분실했어. 그래서 모든 곳을 찾아봤어.,0
모든 이들은 친구가 필요해.,0
나는 차를 구매하기를 원해. 하지만 돈을 가지고 있지 않아.,0
몇 몇의 책들은 매우 오래된 것이야.,0
333. 모든 도시들은 똑같은 문제들을 가지고 있어.,0
나는 이 돈을 전혀 원하지 않아.,0
커피를 줄까? 차를 줄까?,0
영화 보러가길 원해? 연극 보러가길 원해?,0
나는 이 두 사진 모두 좋아해.,0
우리 부모님은 모두 캐나다 사람이 아니야.,0
나는 둘 다 몰라.,0
충분한 음식을 샀니?,0
많은 책을 샀니?,0
내가 몇 개를 가져왔지만 많지는 않았어.,0
티비를 많이 보니?,0
우리는 친구가 많이 없어.,0
"그녀는 아무것도 먹지 않았어, 단지 적은 양의 물을 마셨어.",0
" 잠깐만, 나 전화 통화 좀 잠깐 해야해.",0
냉장고 안에 적은 양의 음식이 있었어. 거의 비어 있었어.,0
왜냐하면 그는 아주 조금 먹어.,0
나는 스페인어를 약간 해.,0
350. 그들은 현대식 집에 살아.,0
오늘 날씨가 좋아.,0
그의 새로운 직업에 관해 나에게 말했어.,0
매우 흥미롭게 들려.,0
"나는 이 생선을 먹지 않을 거야, 냄새가 좋지 않아.",0
열차가 갑자기 멈췄었어.,0
나는 너를 완벽하게 이해해.,0
357. 우리 팀의 경기는 별로였어.,0
빠른 주자야.,0
일찍 잠들었어.,0
"로마는 오래된 도시이나, 아테나가 더 오래되었어.",0
역까지 얼마나 머니? 1마일 정도?,0
버스를 타지 마.,0
"차로 가는 게 더 비싸니, 기차로 가는 게 더 비싸니?",0
어제 날씨가 좋지 않았어.,0
두통과 치통 중 무엇이 더 안 좋니?,0
아테네는 로마보다 오래되었어.,0
그 식당은 평소보다 더욱 북적였어.,0
너는 나보다 더 좋은 가수야.,0
그 신발은 얼마였니? 50달러였니?,0
그들은 그들이 필요한 양보다 많은 돈을 받았어.,0
로마는 아테네만큼 오래 되지 않았어.,0
오늘 날씨는 어제 보다 좋아.,0
나는 너만큼 많은 사람을 알지 못해.,0
너는 나만큼 열심히 일하지 않구나.,0
나는 팀과 같은 시간에 도착했어.,0
이 도시에서 가장 오래된 빌딩이야.,0
"돈은 중요해, 그러나 인생에서 가장 중요한 것은 아니야.",0
세계에서 가장 긴 강은 무엇이니?,0
그 영화는 매우 재미없었어.,0
내 생각에 그 영화는 내가 본 영화 중 최악이야.,0
네가 한 일중 최고로 특이한 일이 무엇이니?,0
스프에 충분한 소금이 들어갔니?,0
왜 차를 사지 않아?,0
"너는 충분할 돈을 가지고 있잖아. 돈을 좀 벌었으나, 자동차를 구매할 만큼은 아니야.",0
수영하러 가고 싶니?,0
그곳에는 모두가 앉을 만한 충분한 의자가 없어.,0
라디오 소리 좀 줄여 주겠니? 너무 시끄러워.,0
내 생각에 너는 너무 열심히 일하는 것 같아.,0
그 모자는 그에게 너무 커.,0
내 커피에는 충분한 설탕이 들어가 있지 않아.,0
너무 피곤해서 나갈 수가 없어.,0
매일 신문을 읽어.,0
나는 이탈리아 음식을 매우 좋아해.,0
너는 왜 항상 같은 실수를 하니?,0
 우리는 지난밤 파티에 갔어.,0
oe의 아버지는 6월부터 병원에 계셨어.,0
내 동생은 절대 나와 이야기 하지 않아.,0
식당에 자주 가니?,0
나는 매일 아침 커피를 마셔.,0
그들은 보통 7시 저녁식사 해.,0
"내가 어렸을 때, 학교에 자주 지각 했었어.",0
"나 많이 먹었어, 그러나 나는 아직도 배고파.",0
너 아직 LA에 사니?,0
무엇을 해야 할지 벌써 결정했어?,0
아직 숙제를 다 끝내지 못했어.,0
몇 시에 Joe가 오니?,0
나는 그 열쇠들을 Sarah 에게 주었어.,0
나는 어머니께 꽃을 몇 송이 사드렸어.,0
외출할 때 신문 좀 사다 줄 수 있니?,0
여기에 열쇠들이 있어. 이것들을 너의 아버지께 전달해줘.,0
그것은 내 책이야. 나에게 줄 수 있니?,0
"집에 와서, 무언가를 먹고, 그리고 잠이 들었어.",0
그리고 크리스는 축구를 하고 있어.,0
"너무 더워서, 창문을 열었어.",0
"늦고 피곤했어, 그래서 나는 잠들었어.",0
나는 뉴욕을 좋아해. 하지만 그곳에 살고 싶지는 않아.,0
"내가 외출했을 때, 비가 오고 있었어.",0
"418. 도로를 건너기 전에, 항상 양쪽을 살펴.",0
그는 다리가 부러진 후로는 다신 축구를 하지 않았어.,0
오늘 밤 집에 도착하면 샤워를 할 거야.,0
네가 돌아올 때까지 여기에서 기다릴 게.,0
"만약 내가 내일 몸이 좋지 않다면, 집에서 쉴 거야.",0
"만약 내가 나간다면, 나는 창문을 닫을 거야.",0
"만약 내일 Ann을 본다면, 나한테 전화하라고 말해줄래?",0
"만약 비가 오지 않는다면, 우리는 농구할거야.",0
"만약 그가 돈을 가지고 있다면, 자동차를 구매할 거야.",0
 나는 정답을 모르겠어. 만약 안다면 너에게 말할 거야.,0
미안하지만 너를 도울 수 없어. 만약 도울 수 있다면 도울게.,0
이 곳은 그리 멋지지 않아. 내가 너라면 가지 않을 거야.,0
"할 수 있다면 너를 도울 것이나, 나는 그럴 수 없어.",0
"나는 한 여성을 만났어, 그녀는 6개 국어를 할 수 있었어.",0
 피아노를 연주할 수 있는 누군가를 알고 있니?,0
100년 된 집에 살고 있어.,0
그 사무실에서 일하는 사람들은 굉장히 친절해.,0
그녀가 얻은 돈으로 무엇을 할 예정이니?,0
네가 원하던 책을 찾았니?,0
내가 말했던 모든 것은 사실이었어.,0
우리가 머물었던 호텔은 역 근처였어.,0
그에게는 너무 큰 모자를 쓰고 있었어.,0
10월 말에 여행을 할 거야.,0
금요일 저녁에 떠날 거야.,0
그 공원은 가을에 아름다워.,0
"서둘러, 그 열차는 오 분 안에 떠날 거야.",0
"잘 가, 조만간 보자.",0
우리는 1996년도부터 2005년도까지 일본에 살았어.,0
얼마나 오래 동안 떠나 있을 거야?,0
내가 도착한 이래로 비가 계속 내리고 있어.,0
 Joe 는 3일 동안 병원에 있었어.,0
그들은 결혼한 지 10년이 되었어.,0
나 영화 도중에 잠들었어.,0
나가기 전에 창문을 닫는 것을 잊지마.,0
나는 종종 독서하는 도중 잠들곤 해.,0
우리는 식사 중에 대화하지 않았어.,0
"사과를 먹기 전에, 주의깊게 살펴보았어.",0
"나는 큰 도시에 살아, 그러나 지방에 살기를 원해.",0
그녀의 책상에서 일하고 있어.,0
나의 집은 이 거리 끝에 있어.,0
그 나무들에는 많은 사과가 있어.,0
나는 그 사고를 신문에서 읽었어.,0
너의 여동생은 어디에 있니? 집에 있니?,0
여기에 버스타고 왔니?,0
그 사무실은 2층에 있어.,0
나의 오빠는 멋진 거리에 살아.,0
 몇 시에 자니?,0
 나는 침대에서 독서하는 것을 좋아해.,0
사무실에 가지 않아. 그는 집에서 일해.,0
나 피곤해. 집에 갈 거야.,0
호텔에 도착했니?,0
Alice는 왼쪽에 있어.,0
창문 옆에 서있는 남자는 누구니?,0
한 여성이 나무 밑에 서 있어.,0
그 선반들은 사진 아래에 있어.,0
나는 나의 코트 아래에 자켓을 입고 있어.,0
우리는 호텔에서 역까지 걸어갔어.,0
우리는 물에 뛰어 들었어.,0
테이블에서 발을 내려줘.,0
조심해! 너의 자전거에서 떨어지지마.,0
우리는 티비로 뉴스를 봤어.,0
Jane 은 보통 자전거로 출근해.,0
 Charles Dickens의 책을 읽어본 적 있니?,0
커피를 우유와 먹는 것을 좋아하니? 우유 없이 먹는 것을 좋아하니?,0
 도와 줄 수 없어 유감이야. 미안해.,0
 그 방은 사람들로 가득 차 있었어.,0
나는 스포츠에 관심이 없어.,0
어제 전화를 안 해서 미안해.,0
나는 이야기 하는 것을 그리 잘하지 않아.,0
한 남자가 나를 멈춰 세웠고 돈을 요구했어.,0
이 책은 너 것이니?,0
그녀는 열쇠를 분실했어. 그녀는 그것을 찾고 있어.,0
그 문제에 관해 이야기 했니?,0
이 책을 잃어 버리지마. 조심해.,0
우리는 하늘에 있는 별을 올려다봤어.,0
Emma가 차에 타서 운전하고 가버렸어,0
나가서 돌아 오지마.,0
어두워서 불을 켰어.,0
 나는 읽는 것을 멈추고 책을 내려놨어.,0
내 우산을 가져가도 좋지만 다시 가지고 와줘.,0
불을 꺼도 좋아.,0
나는 편지를 읽었고 그것을 봉투 안에 다시 넣어 놓았어.,0
나는 Rachel의 열쇠들을 가지고 있어. 나는 그것들을 그녀에게 돌려줘야 해.,0
